Status Info,,,,,,,,,Reference Info,,,,,Pair Info,,,,X INFO,,,,,,,,,,,,,,Y INFO,,,,,,,,,,,,,,Type Info,,,,
Status,RV,UV,Stage,X,Y,T,Confidence,,Book,Ch,Entry,PV,,P.X,P.T,P.Y,,X.status,X.con,X.type,X.key,X.keys,X.int,X.ref,X.group,X.root,X.context,X.mode,X.gen,X.notes,,Y.status,Y.con,Y.type,Y.key,Y.keys,Y.int,Y.ref,Y.group,Y.root,Y.context,Y.mode,Y.gen,Y.notes,,T.type,T.polarity,T.mode,T.tag,T.notes
IP,,,,,,,,,pro,8,12-21,15,,,,,,,,,wisdom,,,,,,,,,,,,,,justice,,,,,,,,,,,,,,,"relationship, or just statement? "
IP,,,,,,,,,pro,8,12-21,16,,,,,,,,,wisdom,,,,,,,,,,,,,,rule,,,,,,,,,,,,,,,"relationship, or just statement? "
IP,,,,,,,,,pro,8,12-21,16,,,,,,,,,wisdom,,,,,,,,,,,,,,nobility,,,,,,,,,,,,,,,"relationship, or just statement? "
IP,,,,,,,,,pro,8,12-21,16,,,,,,,,,wisdom,,,,,,,,,,,,,,justice,,,,,,,,,,,,,,,"relationship, or just statement? "
IP,,,,,,,,,pro,8,12-21,17,,,,,,,,,"devotion'/love wisdom, just wisdom itself? ",,,,,,,,,,,,,,wisdom love you (int 'wisdom'?),,,,,,,,,,,,,,,
P,,,,,,,,,pro,8,12-21,17,,,,,,,,,wisdom,,,,,,,,,,,,,,wisdom (& find int as revelation?),,,,,,,,,,,,,,,
P,,,,,,,,,pro,8,12-21,17,,,,,,,,,pursuit,,,,,,,,,,,,,,wisdom (& find int as revelation?),,,,,,,,,,,,,,,
P,,,,,,,,,pro,8,12-21,17,,,,,,,,,diligence (NASB),,,,,,,,,,,,,,wisdom (& find int as revelation?),,,,,,,,,,,,,,,
P,,,,,,,,,pro,8,12-21,18,,,,,,,,,wisdom,,,,,,,,,,,,,,riches,,,,,,,,,,,,,,,
P,,,,,,,,,pro,8,12-21,18,,,,,,,,,wisdom,,,,,,,,,,,,,,honor,,,,,,,,,,,,,,,
P,,,,,,,,,pro,8,12-21,18,,,,,,,,,wisdom,,,,,,,,,,,,,,enduring wealth/riches ,,,,,,,,,,,,,,,
P,,,,,,,,,pro,8,12-21,18,,,,,,,,,wisdom,,,,,,,,,,,,,,righteousness,,,,,,,,,,,,,,,
F,,,,,,,,,pro,8,12-21,19,,,,,,,,,"wisdom (fruit, y=fruit instead?)",,,,,,,,,,,,,,"better/value, &/fruit",,,,,,,,,,,,,,,
F,,,,,,,,,pro,8,12-21,19,,,,,,,,,"wisdom (revenue, y=revenue instead?)",,,,,,,,,,,,,,"better/value, &/revenue",,,,,,,,,,,,,,,
IP,,,,,,,,,pro,8,12-21,20,,,,,,,,,wisdom,,,,,,,,,,,,,,guidance/instruction (or int as own X?),,,,,,,,,,,,,,,
P,,,,,,,,,pro,8,12-21,20,,,,,,,,,wisdom (& guidance?),,,,,,,,,,,,,,righteousness,,,,,,,,,,,,,,,
P,,,,,,,,,pro,8,12-21,20,,,,,,,,,wisdom (& guidance?),,,,,,,,,,,,,,justice/judgement,,,,,,,,,,,,,,,
P,,,,,,,,,pro,8,12-21,21,,,,,,,,,wisdom,,,,,,,,,,,,,,inherit substance (wealth gen),,,,,,,,,,,,,,,
P,,,,,,,,,pro,8,12-21,21,,,,,,,,,wisdom,,,,,,,,,,,,,,full treasuries (wealth gen),,,,,,,,,,,,,,,
P,,,,,,,,,pro,8,12-21,21,,,,,,,,,devotion/love wisdom,,,,,,,,,,,,,,inherit substance (wealth gen),,,,,,,,,,,,,,,
P,,,,,,,,,pro,8,12-21,21,,,,,,,,,devotion/love wisdom,,,,,,,,,,,,,,full treasuries (wealth gen),,,,,,,,,,,,,,,
F,,,,,,,,,pro,8,(22-) 30-31,"30,31",,,,,,,,,wisdom (being the architect),,,,,,,,,,,,,,intimacy & use/purpose & delight of God & joy && joy & delight,,,,,,,,,,,,,,,
P,,,,,,,,,pro,8,32-35 (-36 for future),32,,,,,,,,,listening,,,,,,,,,,,,,,blessed,,,,,,,,,,,,,,,
P,,,,,,,,,pro,8,32-35 (-36 for future),32,,,,,,,,,obedience,,,,,,,,,,,,,,blessed,,,,,,,,,,,,,,,
P,,,,,,,,,pro,8,32-35 (-36 for future),32,,,,,,,,,instruction,,,,,,,,,,,,,,blessed,,,,,,,,,,,,,,,
P,,,,,,,,,pro,8,32-35 (-36 for future),32,,,,,,,,,wisdom,,,,,,,,,,,,,,blessed,,,,,,,,,,,,,,,
F,,,,,,,,,pro,8,32-35 (-36 for future),33,,,,,,,,,listening & instruction & wisdom & ! refuse,,,,,,,,,,,,,,"wisdom (if hear instruction ->), or blessed in 34",,,,,,,,,,,,,,,
P,,,,,,,,,pro,8,32-35 (-36 for future),34,,,,,,,,,listening,,,,,,,,,,,,,,blessed,,,,,,,,,,,,,,,
P,,,,,,,,,pro,8,32-35 (-36 for future),34,,,,,,,,,wisdom,,,,,,,,,,,,,,blessed,,,,,,,,,,,,,,,
P,,,,,,,,,pro,8,32-35 (-36 for future),34,,,,,,,,,watching (pursuit),,,,,,,,,,,,,,blessed,,,,,,,,,,,,,,,
P,,,,,,,,,pro,8,32-35 (-36 for future),34,,,,,,,,,waiting (/patience int) (pursuit),,,,,,,,,,,,,,blessed,,,,,,,,,,,,,,,
P,,,,,,,,,pro,8,32-35 (-36 for future),35,,,,,,,,,wisdom,,,,,,,,,,,,,,life (find),,,,,,,,,,,,,,,
P,,,,,,,,,pro,8,32-35 (-36 for future),35,,,,,,,,,wisdom,,,,,,,,,,,,,,favor (of God),,,,,,,,,,,,,,,
IP,,,,,,,,,pro,8,32-35 (-36 for future),35,,,,,,,,,pursuit/revelation (maybe only statement?),,,,,,,,,,,,,,life (find),,,,,,,,,,,,,,,
IP,,,,,,,,,pro,8,32-35 (-36 for future),35,,,,,,,,,pursuit/revelation (maybe only statement?),,,,,,,,,,,,,,favor (of God),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP,,,,,,,,,pro,9,1-6,"1,2,3",,,,,,,,,wisdom,,,,wisdom,wisdom | she,,,,,,,,,establishment & .... ,,,,,,,,,,,,,,,
IP,,,,,,,,,pro,9,1-6,"1,2,3",,,,,,,,,wisdom,,,,wisdom,wisdom | she,,,,,,,,,wisdom & wisdom & ... ,,,,wisdom,her,,,,very int from seeing as metaphorical with establishing things of wisdom,,,,,,
IP,,,,,,,,,pro,9,1-6,4,,,,,,,,,pursuit/repentance,,,,,,,,,,,,,,instruction &/ wisdom,,,,,,,in hither (int wisdom?) or own pair? ,,relationship very unclear,,,,,,
IP,,,,,,,,,pro,9,1-6,4,,,,,,,,,understanding? ,,,,,,,wanteth? NASB says lacks? ,,need to IM/AR; NASB paints a different story ,,,,,instruction &/ wisdom,,,,,,,in hither (int wisdom?) or own pair? ,,relationship very unclear,,,,,,
IP,,,,,,,,,pro,9,1-6,5,,,,,,,,,pursuit (come),,,,,,,,,,,,,,"provision (food or gen, if lit)",,,,,,,,,metaphorical/literal int? ,,,,,,
IP,,,,,,,,,pro,9,1-6,5,,,,,,,,,pursuit (come),,,,,,,,,,,,,,wisdom (if int as metaphor),,,,,,,,,metaphorical/literal int? ,,,,,,
IP,,,,,,,,,pro,9,1-6,5,,,,,,,,,pursuit (come),,,,,,,,,,,,,,"provision (wine/food or gen, if lit)",,,,,,,,,metaphorical/literal int? ,,,,,,
IP,,,,,,,,,pro,9,1-6,5,,,,,,,,,pursuit (come),,,,,,,,,,,,,,wisdom (if int as metaphor),,,,,,,,,metaphorical/literal int? ,,,,,,
IP,,,,,,,,,pro,9,1-6,5,,,,,,,,,wisdom,,,,,,,,,,,,,,"provision (food & wine, or gen, if lit)",,,,,,,,,metaphorical/literal int? ,,,,,,
p,,,,,,,,,pro,9,1-6,6,,,,,,,,,repentance,,,,,,,,,,,,,,life,,,,,,,,,slight chance just command? ,,,,,,
IP,,,,,,,,,pro,9,1-6,6,,,,,,,,,! foolish (separate or part of ^?),,,,,,,,,,,,,,life & understanding? ↓,,,,,,,,,pairs? relationship? or just command,,,,,,
IP,,,,,,,,,pro,9,1-6,6,,,,,,,,,"understanding &/ ""go in the way of""/obedience/guidance/etc (or even mode)",,,,,,,,,,,,,,"""go in the way of""/guidance/obedience/etc (or even mode) &/ life (very loosely int back to) &/ other",,,,,,,,,pairs? relationship? or just command,,,,,,
IP,,,,,,,,,pro,9,1-6,1-6,,,,,,,,,listening (in there somewhere),,,,,,,,,,,,,,^^^,,,,,,,,,,,,,,,
f,,,,,,,,,pro,9,7-9/-12,7,,,,,,,,,rebuke/reproof/correction/,,,,,,,,scorner,?? +/- or neutral command/MoF,,,,,shame,,,,,,,,,,,,,,,
f,,,,,,,,,pro,9,7-9/-12,7,,,,,,,,,rebuke/reproof/correction/,,,,,,,,wicked,?? +/- or neutral command/MoF,,,,,insult/blot/blemish,,,,,,,,,,,,,,,
f,,,,,,,,,pro,9,7-9/-12,8,,,,,,,,,rebuke/reproof/correction/,,,,,,,,scorner ,?? +/- or neutral command/MoF,,,,,hate,,,,,,,,,,,,,,,
p,,,,,,,,,pro,9,7-9/-12,8,,,,,,,,,rebuke/reproof/correction/,,,,,,,,wise,,,,,,love,,,,,,,,,,,,,,,
p,,,,,,,,,pro,9,7-9/-12,8,,,,,,,,,wisdom,,,,,,,,,,,,,,love,,,,,,,,,,,,,,,
IP,,,,,,,,,pro,9,7-9/-12,9,,,,,,,,,sacrifice or generosity/giving,,,,,,,,,"this int is almost implied in all instruction pairs, just explicit here",,,,,wisdom,,,,,,,,,,,,,,,
p,,,,,,,,,pro,9,7-9/-12,9,,,,,,,,,instruction,,,,,,,,,,,,,,wisdom,,,,,,,,,,,,,,,
p,,,,,,,,,pro,9,7-9/-12,9,,,,,,,,,wisdom,,,,,,,,,,,,,,wisdom,,,,,,,,,,,,,,,
p,,,,,,,,,pro,9,7-9/-12,9,,,,,,,,,teaching (instruction/etc?),,,,,,,,,,,,,,"""increased learning"", understanding/knowledge/even wisdom? or learning? ",,,,,,,,,,,,,,,
p,,,,,,,,,pro,9,7-9/-12,9,,,,,,,,,"""just man"", righteousness/uprightness/",,,,,,,,,,,,,,"""increased learning"", understanding/knowledge/even wisdom? or learning? ",,,,,,,,,,,,,,,
p,,,,,,,,,pro,9,7-/10-12,10,,,,,,,,,reverence,,,,,,,of God,,,,,,,wisdom,,,,,,,,,,,,,,,
p,,,,,,,,,pro,9,7-/10-12,10,,,,,,,,,knowledge,,,,,,,of holy/Holy One/God,,,,,,,understanding,,,,,,,,,,,,,,,
p,,,,,,,,,pro,9,7-/10-12,11,,,,,,,,,wisdom,,,,,,,,,,,,,,life,,,,,,,,,maybe long days/years also int as time? ,,,,,,
p,,,,,,,,,pro,9,7-/10-12,11,,,,,,,,,wisdom,,,,,,,,,,,,,,life,,,,,,,,,maybe long days/years also int as time? ,,,,,,
p,,,,,,,,,pro,9,7-/10-12,12,,,,,,,,,wisdom,,,,,,,,,,,,,,wisdom,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,,,,,,,,,pro,17,1,1,,,,,,,,,"""quietness"" ",,peace ,,,,,,,,,,,,betterment,,,,,,,,,,,,,,,
ip,,,,,,,,,pro,17,2,2,,,,,,,,,wisdom,,,,,,,,,,,,,,betterment (rule over),,,,,,,,,,,,,,,
ip,,,,,,,,,pro,17,7,7,,,,,,,,,! fool,,,,,,,,,,,,,,"""excellent"" (speech)",,,,,,,,,,,,,,,
ip,,,,,,,,,pro,17,7,7,,,,,,,,,"""Prince"" ",,,,,,,,,,,,,,"! lying (lips, speech)",,,,,,,,,,,,,,,
p,,,,,,,,,pro,17,9,9,,,,,,,,,"""cover a transgression"" ",,forgiveness,,,,,,,,,,,,"love (""seeks"", int to produce)",,,,,,,,,,,,,,,inverse as corr
p,,,,,,,,,pro,17,10,10,,,,,,,,,wisdom/understanding,,,,,,,,,,,,,,"betterment?/ ""reproof goes deeper into"" (int as instruction actually happens)",,instruction,,,,,,,,,,,,,
p,,,,,,,,,pro,17,22,22,,,,,,,,,"""merry/joyful heart""",,joy/positivity ,,,,,,,,,,,,"""good medicine""",,,,,,,,,,,,,,,
p,,,,,,,,,pro,17,24,24,,,,,,,,,understanding,,,,,,,,,,,,,,wisdom,,,,,,,,,,,correlative? ,,,,inverse as corr
p,,,,,,,,,pro,17,27 (27-28),27,,,,,,,,,knowledge,,,,,,,,,,,,,,"""restrain words"" ",,self control (speech),,,,,,,,,,,,,inverse as corr
p,,,,,,,,,pro,17,27 (27-28),27,,,,,,,,,understanding,,,,,,,,,,,,,,"""excellent/cool spirit"" ",,self control? ,,,,,,,,,,,,,
p,,,,,,,,,pro,17,28 (27-28),28,,,,,,,,,"""silence"" of/""withhold peace"" of 'speech'",,"self control, silence of speech specifically",,,,,,,,,,,,"""considered wise"" ",,reputation (as wise),,,,,,,,,,,,,
p,,,,,,,,,pro,17,28 (27-28),28,,,,,,,,,"""closed lips"" ",,"self control, silence of speech specifically",,,,,,,,,,,,"""considered prudent/of understanding"" ",,reputation (as prudent/of understanding),,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r,1.0.0,,fs,fs,fs,,10,,pro,18,10,10,,righteousness,,safety,,fs,10,vir,righteousness,,,,righteousness,the righteous (runneth into it),,,,root same or separate? ,,fs,10,rec,safety,,,,salvation,,,,,int corr idea of ->y=pursuit too? ,,,,,,
p,,,ac,ac,fs,go,8,,pro,18,10,10,,pursuit,,safety,,ac,8,act,"""run to (God)""",,pursuit/supplicate? ,,pursuit,,,,,,,fs,10,rec,safety,,,,salvation,,,,,,,,,,,
r,1.0.0,,fs,fs,fs,,10,,pro,18,12,12,,humility,,honor,,fs,10,vir,humility,,,,humility,,,,,,,fs,10,rec,honor,,,,honor,,,,,,,,,,,
r,1.0.0,,fs,fs,fs,,10,,pro,18,15,15,,prudence,,knowledge,,fs,10,vir,prudence,,,,wisdom,the heart of the prudent,,heart of,,,,fs,10,vir,knowledge,,,,wisdom,getteth knowledge,,get (not mode necessarily?),,,,,,,,
p,,,ac,fs,ac,go,8,,pro,18,15,15,,wisdom,,pursuit,,fs,10,vir,wisdom,,,,wisdom,the ear of the wise,,ear of,,,,ac,8,act,,,pursuit,,pursuit,seeketh knowledge,,seeking ,knowledge,"(pursuit (of knowledge) &/ knowledge (pursuit of); I think both, but first is safer as meaning (even if normally mode) and second is int (generally safe from rest of examples)), inverse Corr also? ",,,,,,
ip,,,go,go,go,,4,,pro,18,16,16,,generosity,,opportunity,,go,4,act,,,generosity,,,,,,,"or bribery, like NLT &/other examples",,go,6,rec,,,provision,,provision/opportunity,,,,,or also opportunity? ,,,,,,
ip,,,go,go,go,,4,,pro,18,16,16,,generosity,,opportunity,,go,4,act,,,generosity,,,,,,,"or bribery, like NLT &/other examples",,go,8,rec,,,opportunity,,provision/opportunity,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r,1.0.0,,vd,fs,vd,,10,,pro,19,8,8,,understanding ,,goodness,,,10,,understanding ,,,,wisdom,,,"""keep""/devotion?",,,,,10,,goodness,,,,goodness,"""find good""",,,,,,,,,,
p,,,go,vd,go,,8,,pro,19,11,11,,discretion,,self control ,,,10,,discretion,,,,wisdom/righteousness,,,,,,,go,8,,,,patience/self control/peace,,self control ,"""deferreth his anger""",,,,,,,,,,
r,1.0.0,,vd,vd,vd,,9,,pro,19,11,11,,forgiveness,,glory,,,9,,,,forgiveness,,forgiveness,,,,,,,,10,,glory,,,,glory,"""glory"" ",,,,slightly diff from -> direct?,,,,,,"maybe not perfect causation, or something else, slightly diff from -> direct?"
r,1.0.0,,vd,vd,vd,,9,,pro,19,16,16,,instruction,,salvation ,,,9,,commandment,,instruction,,instruction,,,keep,,,,,9,,,,salvation ,"""keep soul""",salvation ,"""keepeth his own soul""",,keep,soul,,,,,,,"interpreted input, should interpret output and what to use if? "
r,1.0.0,,vd,vd,vd,,9,,pro,19,16,16,,obedience,,salvation ,,,9,,,,obedience,,obedience,,,keep,,,,,9,,,,salvation ,"""keep soul""",salvation ,"""keepeth his own soul""",,keep,soul,,,,,,,"interpreted input, should interpret output and what to use if? "
p,,,go,go,go,,7,,pro,19,17,17,,grace,,reward,,,8,,grace,"grace, pity",mercy better? also & generosity ,,kindness,,,to poor,to poor,,,go,7,,,reward/payment,int: provision/blessing/justice(in good way),,reward /provision,"""pay him again"" ",,repaid for/in grace,from God ,& lends to God (if good enough Y alone),,,,,,"maybe add another pair for output of giving to the LORD, as an idea of sacrifice and idea of how to give to God if someone wanted to know what that looks. Bit different idea from most other pairs, bigger idea outside of Proverbs and could be future extension or slightly different focus/project with similar search function"
r,1.0.0,,fs,fs,fs,,10,,pro,19,20,20,,counsel,,wisdom,,,10,,counsel,,,,instruction,,,listen to,,mode-pair,,,10,,wisdom,,,,wisdom,"""wise""",,for rest of days,,,,,,,,"hear/listen counsel/advice, hearing important part indicating willingness and desire to receive it (like seeking); keep 2 in 1 input or separate? "
p,,,go,go,fs,,8,,pro,19,20,20,,instruction,,wisdom,,,8,,,"instruction, discipline ",correction?,,instruction,,,to receive,,mode-pair,,,10,,wisdom,,,,wisdom,"""wise""",,for rest of days,,,,,,,,"hear/listen counsel/advice, hearing important part indicating willingness and desire to receive it (like seeking); keep 2 in 1 input or separate? "
p,1.0.0,,cg,fs,cg,,8,,pro,19,22,22,,kindness,,desirability,,,10,,kindness,,,,kindness,,,,,,,go,8,,desirability,,"or gen ""attractiveness""",,desirability,"""desire""",,,,,,,,,,"2nd part more obviously not, but similar to 1 as input -> better. Also not sure if this one fits the pair idea fully. it might be just saying kindness is a/the desire, not necessarily about the man/person themselves"
r,1.0.0,,fs,fs,fs,,10,,pro,19,23,23,,reverence,,life,,,10,,reverence,,,,reverence,,,,of God,2x?,,,10,,life,,,,life,"""life"" ",,tend to,,,,,,,,
r,1.0.0,,cg,fs,cg,,10,,pro,19,23,23,,reverence,,satisfaction,,,10,,reverence,,,,reverence,,,,of God,2x?,,,10,,satisfaction,,,,satisfaction,"""abide satisfied""",,abide in,,abide/rest/etc separately?,,,,,,could interpret as peace/comfort/etc
p,,,ac,fs,ac,,4,,pro,19,23,23,,reverence,,protection ,,,10,,reverence,,,,reverence,,,,of God,2x?,,ac,4,,,,protection/safety /gen salv?,,salvation ,"""not be visited with evil""",,,,! (touched by) evil?,,,,,,"int as protection, lit is untouched or visited by evil/harm"
p,,,go,go,go,,4,,pro,19,25,25,,punishment,,prudence,,,7,,,smite/strike,"gen punishment, diff?",,instruction,,,strike,scorner/scoffer,,,go,4,,,"""become shrewd/beware""","prudence, awareness /pursuit /heedance/devotion",,,"""simple will beware""",,,,,,,,,,"prudence of others specifically, and prudence of others as a warning or lesson, interpretation makes more general and message might be slightly different. and maybe meaning in comparison with second part (of fool vs wise)? "
r,1.0.0,,cg,cg,fs,,9,,pro,19,25,25,,correction,,knowledge ,,,9,,reproof,,correction,,instruction,,,,understanding ,,,,10,,knowledge,,,,knowledge,"""understand knowledge""",,discernment/understanding of,,& discernment/understanding,,,,,,"int as correction for simplicity, but all versions reprove/rebuke. not sure if invalid"
r,1.0.0,,fs,fs,fs,,10,,pro,19,25,25,,understanding ,,knowledge ,,,10,,understanding ,,,,understanding,,,reproof of,,,,,10,,knowledge,,,,knowledge,"""understand knowledge""",,discernment/understanding of,,& discernment/understanding,,,,,,"int as correction for simplicity, but all versions reprove/rebuke. not sure if invalid"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,pro,20,3,,,,,,,,,,patience/self control,,,,,,,,,,,,,,honor,,,,,,,,,,,,,,,
,,,,,,,,,pro,20,5,,,,,,,,,,understanding,,,,,,,,,,,,,,discernment or counsel/understanding,,,,,,,,,,,,,,,
,,,,,,,,,pro,20,7,,,,,,,,,,just,,,,,,,,,,,,,,integrity ,,,,,,,,,,,,,,,
,,,,,,,,,pro,20,7,,,,,,,,,,just,,,,,,,,,,,,,,blessing,,,,,,,,,,,,,,,
,,,,,,,,,pro,20,8,,,,,,,,,,judgement/ int seeking justice/purity,,,,,,,,,,,,,,purity/goodness/?,,,,,,,,,,,,,,,
,,,,,,,,,pro,20,11,,,,,,,,,,purity & righteousness in action,,,,,,,,,,,,,,reputation of the same (good and bad),,,,,,,,,,,,,,,
,,,,,,,,,pro,20,13,,,,,,,,,,not slothful (awake)?,,,,,,,,,,,,,,food/provision/satisfaction,,,,,,,,,,,,,,,
,,,,,,,,,pro,20,18,,,,,,,,,,good counsel,,,,,,,,,,,,,,"success (int NLT, and in suggesting war ""with counsel"" wouldn't make sense unless it means that's when it's good to do)",,,,,,,,,,,,,,,
,,,,,,,,,pro,20,22,,,,,,,,,,patience/wait on the LORD,,,,,,,,,,,,,,salvation/safety,,,,,,,,,,,,,,,
,,,,,,,,,pro,20,26,,,,,,,,,,wisdom,,,,,,,,,,,,,,"scatter wicked int goodness/purity, maybe meaning a command of what to do as a wise king, and not a result of one",,,,,,,,,,,,,,,
,,,,,,,,,pro,20,28,,,,,,,,,,mercy & truth,,,,,,,,,,,,,,preservation/uphold throne,,,,,,,,,,,,,,,
,,,,,,,,,pro,20,30,,,,,,,,,,punishment/discipline,,,,,,,,,,,,,,purity/purification (purging? unsure like others in this chapter and last about wise king punishment/purity,,,,,,,,,x2? ,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,1.0.0,,cg,cg,vd,,7,,pro,21,5,5,,diligence,,prosperity,,cg,10,,diligence,,,,,,thoughts/plans of,,,,,vd,7,,,plenteousness/advantage,prosperity,,,,,,,abundance/profit/success/provision overall? ,,,,,,
p,1.0.0,,cg,cg,fs,,10,,pro,21,8,8,,purity,,righteousness,,cg,10,,purity,,,,,,,,,,,fs,10,,righteousness,upright/right,,,righteousness,,of work/conduct,,,,,,,,,inv?
r,1.0.0,,fs,fs,fs,,10,,pro,21,11,11,,punishment,,wisdom,,fs,10,,punishment,,,,instruction,,,,,,,fs,10,,wisdom,,,,wisdom,,becomes,,,,,,,,,
r,1.0.0,,fs,fs,fs,,10,,pro,21,11,11,,instruction,,knowledge,,fs,10,,instruction,,,,instruction,,of wise,,,,,fs,10,,knowledge,,,,wisdom,,receive,,,,,,,,,
r,1.0.0,,fs,fs,fs,,10,,pro,21,11,11,,wisdom,,knowledge,,fs,10,,wisdom,,,,wisdom,,when instructed ,,,,,fs,10,,knowledge,,,,wisdom,,receive,,,,,,,,,
p,,,go,go,go,,6,,pro,21,12,12,,righteousness,,discernment (AI),,go,6,,righteousness,,,,righteousness,,,,,"Some trans = 'God'/or just personified like ""Wisdom""",,go,6,,consideration,,discernment (AI),,,,of the house of the wicked,,,"wise consideration = discernment, could be safer as just 'attention' (wisdom mode &/ separate, but with some trans not and hebrew as one verb more like discern, just mode)",,,,,,"own pair, or mode? IM maybe (actually whole thing as one, with deep int?)"
r,1.0.0,,fs,fs,fs,,10,,pro,21,15,15,,justice,,joy,,fs,10,,justice,justice/judgement,,,justice,,,,,,,fs,10,,joy,,,,joy,,for righteous,,,,,,,,,
r,1.0.0,,fs,fs,fs,,10,,pro,21,15,15,,righteousness ,,joy,,fs,10,,righteousness ,righteousness/just,,,righteousness,,,,,,,fs,10,,joy,,,,joy,,to give judgment/justice,,,,,,,,,
p,1.0.0,,vd,fs,vd,,8,,pro,21,20,20,,wisdom,,prosperity,,fs,10,,wisdom,,,,wisdom,,,,,,,vd,8,,treasure & oil,,prosperity,,,,in house,,,"separate, also potentially more specific than prosperity?",,,,,,inv?
r,1.0.0,,fs,fs,fs,,10,,pro,21,21,21,,righteousness,,life,,fs,10,,righteousness,,,,righteousness,,pursuit of,,,,,fs,10,,life,,,,salvation ,,,,,,,,,,,
r,1.0.0,,fs,fs,fs,,10,,pro,21,21,21,,righteousness,,righteousness,,fs,10,,righteousness,,,,righteousness,,pursuit of,,,,,fs,10,,righteousness,,,,righteousness,,,,,,,,,,,
r,1.0.0,,fs,fs,fs,,10,,pro,21,21,21,,righteousness,,honor,,fs,10,,righteousness,,,,righteousness,,pursuit of,,,,,fs,10,,honor,,,,honor,,,,,,,,,,,
r,1.0.0,,fs,fs,fs,,8,,pro,21,21,21,,mercy,,life,,fs,8,,,loyalty/mercy,,mercy (H2617),grace,,pursuit of,,,"NASB loyalty, Contract mapping - mercy",,fs,10,,life,,,,salvation ,,,,,,,,,,,
r,1.0.0,,fs,fs,fs,,8,,pro,21,21,21,,mercy,,righteousness,,fs,8,,,loyalty/mercy,,mercy (H2617),grace,,pursuit of,,,"NASB loyalty, Contract mapping - mercy",,fs,10,,righteousness,,,,righteousness,,,,,,,,,,,
r,1.0.0,,fs,fs,fs,,8,,pro,21,21,21,,mercy,,honor,,fs,8,,,loyalty/mercy,,mercy (H2617),grace,,pursuit of,,,"NASB loyalty, Contract mapping - mercy",,fs,10,,honor,,,,honor,,,,,,,,,,,
p,1.0.0,,vd,fs,vd,,8,,pro,21,22,22,,wisdom,,victory,,fs,10,,wisdom,,,,wisdom,,,,,,,vd,8,,,,victory,,success/salvation ,,,,,"int, military=victory vs gen success, cg/ck",,,,,,
